pokedex_number,name,generation,genus,type1,type2,base_happiness,height_m,weight_kg,hp,attack,defense,special-attack,special-defense,speed,abilities,evolves_from,pokedex_entry
10151,Rockruff Own Tempo,VII,Puppy Pokémon,Rock,,70,0.5,9.2,45,65,40,30,40,60,Own Tempo,,"This Pokémon can bond very strongly with its Trainer, but it also has a habit of biting. Raising a Rockruff for a long time can be challenging."
10152,Lycanroc Dusk,VII,Wolf Pokémon,Rock,,70,0.8,25.0,75,117,65,55,65,110,Tough Claws,Rockruff,This Lycanroc is calm and cautious. The rocks jutting from its mane are razor sharp.
10153,Araquanid Totem,VII,Water Bubble Pokémon,Water,Bug,70,3.1,217.5,68,70,92,50,132,42,"Water Bubble, Water Absorb",Dewpider,"It launches water bubbles with its legs, drowning prey within the bubbles. This Pokémon can then take its time to savor its meal."
10154,Togedemaru Totem,VII,Roly-Poly Pokémon,Electric,Steel,70,0.6,13.0,65,98,63,40,73,96,"Iron Barbs, Lightning Rod, Sturdy",,"With the long hairs on its back, this Pokémon takes in electricity from other electric Pokémon. It stores what it absorbs in an electric sac."
10155,Necrozma Dusk,VII,Prism Pokémon,Psychic,Steel,0,3.8,460.0,97,157,127,113,109,77,Prism Armor,,"It survives by absorbing light. After a long time spent slumbering underground, impurities accumulated within it, causing its body to darken."
10156,Necrozma Dawn,VII,Prism Pokémon,Psychic,Ghost,0,4.2,350.0,97,113,109,157,127,77,Prism Armor,,"It survives by absorbing light. After a long time spent slumbering underground, impurities accumulated within it, causing its body to darken."
10157,Necrozma Ultra,VII,Prism Pokémon,Psychic,Dragon,0,7.5,230.0,97,167,97,167,97,129,Neuroforce,,"It survives by absorbing light. After a long time spent slumbering underground, impurities accumulated within it, causing its body to darken."
10158,Pikachu Starter,I,Mouse Pokémon,Electric,,70,0.4,6.0,45,80,50,75,60,120,"Static, Lightning Rod",Pichu,Pikachu that can generate powerful electricity have cheek sacs that are extra soft and super stretchy.
10159,Eevee Starter,I,Evolution Pokémon,Normal,,70,0.3,6.5,65,75,70,65,85,75,"Run Away, Adaptability, Anticipation",,It has the ability to alter the composition of its body to suit its surrounding environment.
10160,Pikachu World Cap,I,Mouse Pokémon,Electric,,70,0.4,6.0,35,55,40,50,50,90,"Static, Lightning Rod",Pichu,Pikachu that can generate powerful electricity have cheek sacs that are extra soft and super stretchy.
10161,Meowth Galar,I,Scratch Cat Pokémon,Steel,,70,0.4,7.5,50,65,55,40,40,40,"Pickup, Tough Claws, Unnerve",,"It loves to collect shiny things. If it’s in a good mood, it might even let its Trainer have a look at its hoard of treasures."
10162,Ponyta Galar,I,Fire Horse Pokémon,Psychic,,70,0.8,24.0,50,85,55,65,65,90,"Run Away, Pastel Veil, Anticipation",,"It can’t run properly when it’s newly born. As it races around with others of its kind, its legs grow stronger."
10163,Rapidash Galar,I,Fire Horse Pokémon,Psychic,Fairy,70,1.7,80.0,65,100,70,80,80,105,"Run Away, Pastel Veil, Anticipation",Ponyta,"This Pokémon can be seen galloping through fields at speeds of up to 150 mph, its fiery mane fluttering in the wind."
10164,Slowpoke Galar,I,Dopey Pokémon,Psychic,,70,1.2,36.0,90,65,65,40,40,15,"Gluttony, Own Tempo, Regenerator",,"Slow-witted and oblivious, this Pokémon won’t feel any pain if its tail gets eaten. It won’t notice when its tail grows back, either."
10165,Slowbro Galar,I,Hermit Crab Pokémon,Poison,Psychic,70,1.6,70.5,95,100,95,100,70,30,"Quick Draw, Own Tempo, Regenerator",Slowpoke,Slowpoke became Slowbro when a Shellder bit on to its tail. Sweet flavors seeping from the tail make the Shellder feel as if its life is a dream.
10166,Farfetchd Galar,I,Wild Duck Pokémon,Fighting,,70,0.8,42.0,52,95,55,58,62,55,"Steadfast, Scrappy",,"The stalk this Pokémon carries in its wings serves as a sword to cut down opponents. In a dire situation, the stalk can also serve as food."
10167,Weezing Galar,I,Poison Gas Pokémon,Poison,Fairy,70,3.0,16.0,65,90,120,85,70,60,"Levitate, Neutralizing Gas, Misty Surge",Koffing,It mixes gases between its two bodies. It’s said that these Pokémon were seen all over the Galar region back in the day.
10168,Mr Mime Galar,I,Barrier Pokémon,Ice,Psychic,70,1.4,56.8,50,65,65,90,90,100,"Vital Spirit, Screen Cleaner, Ice Body",Mime-jr,The broadness of its hands may be no coincidence—many scientists believe its palms became enlarged specifically for pantomiming.
10169,Articuno Galar,I,Freeze Pokémon,Psychic,Flying,35,1.7,50.9,90,85,85,125,100,95,Competitive,,"It’s said that this Pokémon’s beautiful blue wings are made of ice. Articuno flies over snowy mountains, its long tail fluttering along behind it."
10170,Zapdos Galar,I,Electric Pokémon,Fighting,Flying,35,1.6,58.2,90,125,90,85,90,100,Defiant,,This Pokémon has complete control over electricity. There are tales of Zapdos nesting in the dark depths of pitch-black thunderclouds.
10171,Moltres Galar,I,Flame Pokémon,Dark,Flying,35,2.0,66.0,90,85,90,100,125,90,Berserk,,"It’s one of the legendary bird Pokémon. When Moltres flaps its flaming wings, they glimmer with a dazzling red glow."
10172,Slowking Galar,II,Royal Pokémon,Poison,Psychic,70,1.8,79.5,95,65,80,110,110,30,"Curious Medicine, Own Tempo, Regenerator",Slowpoke,"Miraculously, this former Slowpoke’s latent intelligence was drawn out when Shellder poison raced through its brain."
10173,Corsola Galar,II,Coral Pokémon,Ghost,,70,0.6,0.5,60,55,100,65,100,30,"Weak Armor, Cursed Body",,It will regrow any branches that break off its head. People keep particularly beautiful Corsola branches as charms to promote safe childbirth.
10174,Zigzagoon Galar,III,Tiny Raccoon Pokémon,Dark,Normal,70,0.4,17.5,38,30,41,30,41,60,"Pickup, Gluttony, Quick Feet",,It marks its territory by rubbing its bristly fur on trees. This variety of Zigzagoon is friendlier and calmer than the kind native to Galar.
10175,Linoone Galar,III,Rushing Pokémon,Dark,Normal,70,0.5,32.5,78,70,61,50,61,100,"Pickup, Gluttony, Quick Feet",Zigzagoon,Its fur is strong and supple. Shaving brushes made with shed Linoone hairs are highly prized.
10176,Darumaka Galar,V,Zen Charm Pokémon,Ice,,70,0.7,40.0,70,90,45,15,45,50,"Hustle, Inner Focus",,"It derives its power from fire burning inside its body. If the fire dwindles, this Pokémon will immediately fall asleep."
10177,Darmanitan Galar Standard,V,Blazing Pokémon,Ice,,70,1.7,120.0,105,140,55,30,55,95,"Gorilla Tactics, Zen Mode",Darumaka,The thick arms of this hot-blooded Pokémon can deliver punches capable of obliterating a dump truck.
10178,Darmanitan Galar Zen,V,Blazing Pokémon,Ice,Fire,70,1.7,120.0,105,160,55,30,55,135,"Gorilla Tactics, Zen Mode",Darumaka,The thick arms of this hot-blooded Pokémon can deliver punches capable of obliterating a dump truck.
10179,Yamask Galar,V,Spirit Pokémon,Ground,Ghost,70,0.5,1.5,38,55,85,30,65,30,Wandering Spirit,,"It wanders through ruins by night, carrying a mask that’s said to have been the face it had when it was still human."
10180,Stunfisk Galar,V,Trap Pokémon,Ground,Steel,70,0.7,20.5,109,81,99,66,84,32,Mimicry,,"Thanks to bacteria that lived in the mud flats with it, this Pokémon developed the organs it uses to generate electricity."
10181,Zygarde 10,VI,Order Pokémon,Dragon,Ground,0,1.2,33.5,54,100,71,61,85,115,Aura Break,,"This is Zygarde’s form when it has gathered 50% of its cells. It wipes out all those who oppose it, showing not a shred of mercy."
10182,Cramorant Gulping,VIII,Gulp Pokémon,Flying,Water,50,0.8,18.0,70,85,55,85,95,85,Gulp Missile,,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight."
10183,Cramorant Gorging,VIII,Gulp Pokémon,Flying,Water,50,0.8,18.0,70,85,55,85,95,85,Gulp Missile,,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight."
10184,Toxtricity Low Key,VIII,Punk Pokémon,Electric,Poison,50,1.6,40.0,75,98,70,114,70,75,"Punk Rock, Minus, Technician",Toxel,"When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity."
10185,Eiscue Noice,VIII,Penguin Pokémon,Ice,,50,1.4,89.0,75,80,70,65,50,130,Ice Face,,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.
10186,Indeedee Female,VIII,Emotion Pokémon,Psychic,Normal,140,0.9,28.0,70,55,65,95,105,85,"Own Tempo, Synchronize, Psychic Surge",,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need."
10187,Morpeko Hangry,VIII,Two-Sided Pokémon,Electric,Dark,50,0.3,3.0,58,95,58,70,58,97,Hunger Switch,,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity."
10188,Zacian Crowned,VIII,Warrior Pokémon,Fairy,Steel,0,2.8,355.0,92,150,115,80,115,148,Intrepid Sword,,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle."
10189,Zamazenta Crowned,VIII,Warrior Pokémon,Fighting,Steel,0,2.9,785.0,92,120,140,80,140,128,Dauntless Shield,,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle."
10190,Eternatus Eternamax,VIII,Gigantic Pokémon,Poison,Dragon,0,100.0,0.0,255,115,250,125,250,130,Pressure,,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.
10191,Urshifu Rapid Strike,VIII,Wushu Pokémon,Fighting,Water,50,1.9,105.0,100,130,100,63,60,97,Unseen Fist,Kubfu,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.
10192,Zarude Dada,VIII,Rogue Monkey Pokémon,Dark,Grass,0,1.8,70.0,105,120,105,70,95,105,Leaf Guard,,"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it."
10193,Calyrex Ice,VIII,King Pokémon,Psychic,Ice,100,2.4,809.1,100,165,150,85,130,50,As One Glastrier,,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore."
10194,Calyrex Shadow,VIII,King Pokémon,Psychic,Ghost,100,2.4,53.6,100,85,80,165,100,150,As One Spectrier,,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore."
10195,Venusaur Gmax,I,Seed Pokémon,Grass,Poison,70,24.0,1000.0,80,82,83,100,100,80,"Overgrow, Chlorophyll",Ivysaur,Its plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.
10196,Charizard Gmax,I,Flame Pokémon,Fire,Flying,70,28.0,1000.0,78,84,78,109,85,100,"Blaze, Solar Power",Charmeleon,It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.
10197,Blastoise Gmax,I,Shellfish Pokémon,Water,,70,25.0,1000.0,79,83,100,85,105,78,"Torrent, Rain Dish",Wartortle,"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell."
10198,Butterfree Gmax,I,Butterfly Pokémon,Bug,Flying,70,17.0,1000.0,60,45,50,90,80,70,"Compound Eyes, Tinted Lens",Metapod,"In battle, it flaps its wings at great speed to release highly toxic dust into the air."
10199,Pikachu Gmax,I,Mouse Pokémon,Electric,,70,21.0,1000.0,35,55,40,50,50,90,"Static, Lightning Rod",Pichu,Pikachu that can generate powerful electricity have cheek sacs that are extra soft and super stretchy.
10200,Meowth Gmax,I,Scratch Cat Pokémon,Normal,,70,33.0,1000.0,40,45,35,40,40,90,"Pickup, Technician, Unnerve",,"It loves to collect shiny things. If it’s in a good mood, it might even let its Trainer have a look at its hoard of treasures."
10201,Machamp Gmax,I,Superpower Pokémon,Fighting,,70,25.0,1000.0,90,130,80,65,85,55,"Guts, No Guard, Steadfast",Machoke,It quickly swings its four arms to rock its opponents with ceaseless punches and chops from all angles.
10202,Gengar Gmax,I,Shadow Pokémon,Ghost,Poison,70,20.0,1000.0,60,65,60,130,75,110,Cursed Body,Haunter,"On the night of a full moon, if shadows move on their own and laugh, it must be Gengar’s doing."
10203,Kingler Gmax,I,Pincer Pokémon,Water,,70,19.0,1000.0,55,130,115,50,50,75,"Hyper Cutter, Shell Armor, Sheer Force",Krabby,"Its large and hard pincer has 10,000-horsepower strength. However, being so big, it is unwieldy to move."
10204,Lapras Gmax,I,Transport Pokémon,Water,Ice,70,24.0,1000.0,130,85,80,85,95,60,"Water Absorb, Shell Armor, Hydration",,"A smart and kindhearted Pokémon, it glides across the surface of the sea while its beautiful song echoes around it."
10205,Eevee Gmax,I,Evolution Pokémon,Normal,,70,18.0,1000.0,55,55,50,45,65,55,"Run Away, Adaptability, Anticipation",,It has the ability to alter the composition of its body to suit its surrounding environment.
10206,Snorlax Gmax,I,Sleeping Pokémon,Normal,,70,35.0,1000.0,160,110,65,65,110,30,"Immunity, Thick Fat, Gluttony",Munchlax,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep."
10207,Garbodor Gmax,V,Trash Heap Pokémon,Poison,,70,21.0,1000.0,80,95,82,60,82,75,"Stench, Weak Armor, Aftermath",Trubbish,"This Pokémon eats trash, which turns into poison inside its body. The main component of the poison depends on what sort of trash was eaten."
10208,Melmetal Gmax,VII,Hex Nut Pokémon,Steel,,0,25.0,1000.0,135,143,143,80,65,34,Iron Fist,Meltan,"At the end of its life-span, Melmetal will rust and fall apart. The small shards left behind will eventually be reborn as Meltan."
10209,Rillaboom Gmax,VIII,Drummer Pokémon,Grass,,50,28.0,1000.0,100,125,90,60,70,85,"Overgrow, Grassy Surge",Thwackey,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle."
10210,Cinderace Gmax,VIII,Striker Pokémon,Fire,,50,27.0,1000.0,80,116,75,65,75,119,"Blaze, Libero",Raboot,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched."
10211,Inteleon Gmax,VIII,Secret Agent Pokémon,Water,,50,40.0,1000.0,70,85,65,125,65,120,"Torrent, Sniper",Drizzile,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air."
10212,Corviknight Gmax,VIII,Raven Pokémon,Flying,Steel,50,14.0,1000.0,98,87,105,53,85,67,"Pressure, Unnerve, Mirror Armor",Corvisquire,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.
10213,Orbeetle Gmax,VIII,Seven Spot Pokémon,Bug,Psychic,50,14.0,1000.0,60,45,110,80,120,90,"Swarm, Frisk, Telepathy",Dottler,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power."
10214,Drednaw Gmax,VIII,Bite Pokémon,Water,Rock,50,24.0,1000.0,90,115,90,48,68,74,"Strong Jaw, Shell Armor, Swift Swim",Chewtle,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey."
10215,Coalossal Gmax,VIII,Coal Pokémon,Rock,Fire,50,42.0,1000.0,110,80,120,80,90,30,"Steam Engine, Flame Body, Flash Fire",Carkol,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit."
10216,Flapple Gmax,VIII,Apple Wing Pokémon,Grass,Dragon,50,24.0,1000.0,70,110,80,95,60,70,"Ripen, Gluttony, Hustle",Applin,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns."
10217,Appletun Gmax,VIII,Apple Nectar Pokémon,Grass,Dragon,50,24.0,1000.0,110,85,80,100,80,30,"Ripen, Gluttony, Thick Fat",Applin,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on."
10218,Sandaconda Gmax,VIII,Sand Snake Pokémon,Ground,,50,22.0,1000.0,72,107,125,65,70,71,"Sand Spit, Shed Skin, Sand Veil",Silicobra,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened."
10219,Toxtricity Amped Gmax,VIII,Punk Pokémon,Electric,Poison,50,24.0,1000.0,75,98,70,114,70,75,"Punk Rock, Plus, Technician",Toxel,"When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity."
